🕘️更新时间,#genre#
CCTV5,http://171.15.18.199:8180/TV00000000000000000005@HHZT
CCTV5,http://119.32.12.17:2901/udp/224.1.100.82:11111
CCTV5+,http://123.145.72.32:8005/udp/225.0.4.73:7980
CCTV5+,http://123.145.50.55:4000/udp/225.0.4.73:7980
CCTV5+,http://221.14.196.152:4022/udp/225.1.4.75:1104
CCTV5+,http://110.231.37.126:9999/udp/239.253.92.82:8013
CCTV5+,http://ygbh.site/php/bfgd.php?id=246
CCTV5+,http://121.25.31.183:8686/udp/239.253.92.82:8013
CCTV5+,http://125.125.236.26:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://121.29.169.176:2083/udp/239.253.92.82:8013
CCTV6,http://123.145.72.32:8005/udp/225.0.4.144:7980
CCTV6,http://123.145.50.55:4000/udp/225.0.4.144:7980
CCTV6,http://221.14.196.152:4022/udp/225.1.4.160:1196
CCTV6,http://101.126.22.199:35455/douyin/208823316033
CCTV6,http://121.25.31.183:8686/udp/239.253.92.193:6058
CCTV6,http://121.29.169.176:2083/udp/239.253.92.193:6058
CCTV6,http://171.15.18.199:8180/TV00000000000000000006@HHZT
CCTV6,http://36.40.236.55:9999/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://125.125.236.26:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://180.165.5.176:4022/udp/239.45.1.70:5140
CCTV7,http://123.145.50.55:4000/udp/225.0.4.127:7980
CCTV7,http://123.145.72.32:8005/udp/225.0.4.127:7980
CCTV7,http://221.14.196.152:4022/udp/225.1.4.76:1105
CCTV7,http://121.25.31.183:8686/udp/239.253.92.194:6059
CCTV7,http://171.15.18.199:8180/TV00000000000000000007@HHZT
CCTV7,http://121.29.169.176:2083/udp/239.253.92.194:6059
CCTV7,http://180.165.5.176:4022/udp/239.45.3.56:5140
CCTV7,http://ygbh.site/php/bfgd.php?id=127
CCTV7,http://36.40.236.55:9999/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://125.125.236.26:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://omnix.cn:4000/udp/225.1.8.7:8104
CCTV8,http://1.198.92.132:9901/tsfile/live/1044_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://123.145.50.55:4000/udp/225.0.4.137:7980
CCTV8,http://123.145.72.32:8005/udp/225.0.4.137:7980
CCTV8,http://221.14.196.152:4022/udp/225.1.4.161:1197
CCTV8,http://121.25.31.183:8686/udp/239.253.92.195:6060
CCTV8,https://ldocctvwbcdbd.a.bdydns.com/ldocctvwbcd/cdrmldcctv8_1/index.m3u8
CCTV8,http://121.29.169.176:2083/udp/239.253.92.195:6060
CCTV8,http://171.15.18.199:8180/TV00000000000000000008@HHZT
CCTV8,http://36.40.236.55:9999/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://125.125.236.26:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://omnix.cn:4000/udp/225.1.8.85:8000
CCTV8,http://113.25.252.226:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://1.198.92.132:9901/tsfile/live/1045_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://123.145.50.55:4000/udp/225.0.4.131:7980
CCTV9,http://123.145.72.32:8005/udp/225.0.4.131:7980
CCTV9,http://110.231.37.126:9999/udp/239.253.92.107:6020
CCTV9,http://221.14.196.152:4022/udp/225.1.4.77:1106
CCTV9,http://222.64.121.177:58888/udp/239.45.3.4:5140
CCTV9,http://112.132.10.54:9901/tsfile/live/0009_1.m3u8
CCTV9,http://121.25.31.183:8686/udp/239.253.92.107:6020
CCTV9,http://171.15.18.199:8180/TV00000000000000000009@HHZT
CCTV9,http://180.165.5.176:4022/udp/239.45.3.4:5140
CCTV9,http://121.29.169.176:2083/udp/239.253.92.107:6020
CCTV9,http://ygbh.site/php/bfgd.php?id=128
CCTV9,http://omnix.cn:4000/udp/225.1.8.9:8112
CCTV10,http://123.145.50.55:4000/udp/225.0.4.130:7980
CCTV10,http://123.145.72.32:8005/udp/225.0.4.130:7980
CCTV10,http://110.231.37.126:9999/udp/239.253.92.196:6061
CCTV10,http://221.14.196.152:4022/udp/225.1.4.78:1107
CCTV10,http://ygbh.site/php/bfgd.php?id=129
CCTV10,http://180.165.5.176:4022/udp/239.45.3.8:5140
CCTV10,http://zqh2333.top:2222/rtp/239.93.25.28:5140
CCTV10,http://121.25.31.183:8686/udp/239.253.92.196:6061
CCTV10,http://omnix.cn:4000/udp/225.1.8.10:8116
CCTV10,http://171.15.18.199:8180/TV00000000000000000010@HHZT
CCTV10,http://113.25.252.226:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://121.29.169.176:2083/udp/239.253.92.196:6061
CCTV11,http://123.145.72.32:8005/udp/225.0.4.218:7980
CCTV11,http://123.145.50.55:4000/udp/225.0.4.218:7980
CCTV11,http://110.231.37.126:9999/udp/239.253.93.153:6321
CCTV11,http://221.14.196.152:4022/udp/225.1.4.215:1268
CCTV11,http://ygbh.site/php/bfgd.php?id=130
CCTV11,http://121.29.169.176:2083/udp/239.253.93.153:6321
CCTV11,http://121.25.31.183:8686/udp/239.253.93.153:6321
CCTV11,http://171.15.18.199:8180/TV00000000000000000011@HHZT
CCTV11,http://125.125.236.26:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://zqh2333.top:2222/rtp/239.93.24.102:5140
CCTV12,http://123.145.72.32:8005/udp/225.0.4.129:7980
CCTV12,http://123.145.50.55:4000/udp/225.0.4.129:7980
CCTV12,http://110.231.37.126:9999/udp/239.253.92.197:6062
CCTV12,http://221.14.196.152:4022/udp/225.1.4.79:1108
CCTV12,http://121.25.31.183:8686/udp/239.253.92.197:6062
CCTV12,http://119.32.12.17:2901/udp/224.1.100.78:11111
CCTV12,http://121.29.169.176:2083/udp/239.253.92.197:6062
CCTV12,http://ygbh.site/php/bfgd.php?id=131
CCTV12,http://180.165.5.176:4022/udp/239.45.3.10:5140
CCTV12,http://171.15.18.199:8180/TV00000000000000000012@HHZT
CCTV12,http://zqh2333.top:2222/rtp/239.93.25.30:8124
CCTV12,http://113.25.252.226:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8
CCTV13,http://8.138.7.223/tv/ptbtv.php?id=28
CCTV13,http://8.138.7.223/tv/ptbtv1.php?id=28
CCTV13,http://123.145.72.32:8005/udp/225.0.4.219:7980
CCTV13,http://123.145.50.55:4000/udp/225.0.4.219:7980
CCTV13,http://221.14.196.152:4022/udp/225.1.4.113:1293
CCTV13,http://171.15.18.199:8180/TV00000000000000000013@HHZT
CCTV13,http://121.29.169.176:2083/udp/239.253.92.13:8008
CCTV13,http://zqh2333.top:2222/rtp/239.93.24.66:5140
CCTV13,http://222.212.84.190:54123/udp/239.93.0.66:5140
CCTV14,http://123.145.72.32:8005/udp/225.0.4.128:7980
CCTV14,http://123.145.50.55:4000/udp/225.0.4.128:7980
CCTV14,http://221.14.196.152:4022/udp/225.1.4.80:1109
CCTV14,http://110.231.37.126:9999/udp/239.253.92.198:6063
CCTV14,http://121.29.169.176:2083/udp/239.253.92.198:6063
CCTV14,http://121.25.31.183:8686/udp/239.253.92.198:6063
CCTV14,http://111.194.11.134:8188/rtp/239.3.1.65:8132
CCTV14,http://180.165.5.176:4022/udp/239.45.3.23:5140
CCTV15,http://123.145.72.32:8005/udp/225.0.4.220:7980
CCTV15,http://123.145.50.55:4000/udp/225.0.4.220:7980
CCTV15,http://110.231.37.126:9999/udp/239.253.93.154:6322
CCTV15,http://221.14.196.152:4022/udp/225.1.4.216:1269
CCTV15,http://111.194.11.134:8188/rtp/239.3.1.153:8136
CCTV15,http://222.212.84.190:54123/udp/239.93.0.103:5140
CCTV15,http://121.25.31.183:8686/udp/239.253.93.154:6322
CCTV15,http://ygbh.site/php/bfgd.php?id=133
CCTV15,http://171.15.18.199:8180/TV00000000000000000015@HHZT
CCTV15,http://zqh2333.top:2222/rtp/239.93.24.103:5140
CCTV15,http://omnix.cn:4000/udp/225.1.8.74:8136
CCTV15,http://111.196.129.187:20000/rtp/239.3.1.153:8136
CCTV16,http://111.194.11.134:8188/rtp/239.3.1.184:8001
CCTV16,http://111.196.129.187:20000/rtp/239.3.1.184:8001
CCTV17,http://123.145.72.32:8005/udp/225.0.4.179:7980
CCTV17,http://123.145.50.55:4000/udp/225.0.4.179:7980
CCTV17,http://221.14.196.152:4022/udp/225.1.4.226:2506
CCTV17,http://121.25.31.183:8686/udp/239.253.93.150:6318
CCTV17,http://111.194.11.134:8188/rtp/239.3.1.151:8144
CCTV17,http://121.29.169.176:2083/udp/239.253.93.150:6318

📡卫视频道,#genre#
湖南卫视,http://satellitepull.cnr.cn/live/wx32hunws/playlist.m3u8
湖南卫视,http://joyznm.i234.me:20000/udp/239.3.1.132:8012
湖南卫视,http://123.145.50.55:4000/udp/225.0.4.75:7980
湖南卫视,http://123.145.72.32:8005/udp/225.0.4.75:7980
湖南卫视,http://119.32.12.17:2901/udp/224.1.100.98:11111
湖南卫视,http://171.15.18.199:8180/TV00000000000000000018@HHZT
湖南卫视,http://36.40.236.55:9999/tsfile/live/0128_2.m3u8?key=txiptv&playlive=0&authid=0
湖南卫视,http://zqh2333.top:2222/rtp/239.93.24.88:5140
广东卫视,http://8.138.7.223/tv/migu.php?id=gdws
广东卫视,http://123.145.72.32:8005/udp/225.0.4.84:7980
广东卫视,http://joyznm.i234.me:20000/udp/239.3.1.142:8048###des:1080P###HLS\\n
广东卫视,http://123.145.50.55:4000/udp/225.0.4.84:7980
广东卫视,http://171.15.18.199:8180/TV00000000000000000031@HHZT
广东卫视,http://222.212.84.190:54123/udp/239.93.0.181:5140
广东卫视,http://36.40.236.55:9999/tsfile/live/0125_2.m3u8?key=txiptv&playlive=0&authid=0
广东卫视,http://125.125.236.26:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://lxajh.top/tv/hn.php?id=hnws
河南卫视,http://103.96.72.37:17777/tv/henan.php
河南卫视,http://150.158.10.195:80/dxxw.php?id=hnws
河南卫视,http://satellitepull.cnr.cn/live/wxhnws/playlist.m3u8
河南卫视,http://1.94.31.214/php/hntv.php
河南卫视,http://180.165.5.176:4022/udp/239.45.0.3:5140
河南卫视,http://36.40.236.55:9999/tsfile/live/0139_2.m3u8?key=txiptv&playlive=0&authid=0
河南卫视,http://125.125.236.26:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://171.15.18.199:8180/TV00000000000000000016@HHZT
浙江卫视,http://satellitepull.cnr.cn/live/wxzjws/playlist.m3u8
浙江卫视,http://8.138.7.223/tv/zjws.m3u8
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8###HLS\\n
浙江卫视,http://ali-m-l.cztv.com:80/channels/lantian/channel001/1080p.m3u8
浙江卫视,https://hyf000.eu.org/80947108/ZJWS
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://123.145.50.55:4000/udp/225.0.4.81:7980
浙江卫视,http://123.145.72.32:8005/udp/225.0.4.81:7980
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
浙江卫视,http://119.32.12.17:2901/udp/224.1.100.52:11111
浙江卫视,http://171.15.18.199:8180/TV00000000000000000020@HHZT
浙江卫视,http://ygbh.site/php/bfgd.php?id=094
浙江卫视,http://180.165.5.176:4022/udp/239.45.3.178:5140
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8#mitv://generationnexxxt.com:19806/7bf4b3a65eaf421ab6d71bd8dcc4547a
北京卫视,http://satellitepull.cnr.cn/live/wxbtv/playlist.m3u8
北京卫视,http://123.145.50.55:4000/udp/225.0.4.78:7980
北京卫视,http://123.145.72.32:8005/udp/225.0.4.78:7980
北京卫视,http://222.64.121.177:58888/udp/239.45.3.229:5140
北京卫视,http://joyznm.i234.me:20000/udp/239.3.1.241:8000
北京卫视,http://zqh2333.top:2222/rtp/239.93.24.180:5140
北京卫视,http://222.212.84.190:54123/udp/239.93.0.180:5140
北京卫视,http://ygbh.site/php/bfgd.php?id=083
北京卫视,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s1/index.m3u8?time=1749117609&sign=8db569440ab4775a7401f324264cffc9
北京卫视,http://180.165.5.176:4022/udp/239.45.3.229:5140
北京卫视,http://125.125.236.26:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://satellitepull.cnr.cn/live/wx32hubws/playlist.m3u8
湖北卫视,http://joyznm.i234.me:20000/udp/239.3.1.138:8044
湖北卫视,http://www.745612.xyz:7788/rtp/235.254.198.72:1564
湖北卫视,http://222.212.84.190:54123/udp/239.93.0.250:5140
湖北卫视,http://111.196.129.187:20000/rtp/239.3.1.138:8044
湖北卫视,http://112.132.10.54:9901/tsfile/live/1027_1.m3u8
湖北卫视,http://180.165.5.176:4022/udp/239.45.3.239:5140
湖北卫视,http://171.15.18.199:8180/TV00000000000000000025@HHZT
湖北卫视,http://ygbh.site/php/bfgd.php?id=102
湖北卫视,http://zqh2333.top:2222/rtp/239.93.24.250:5140
黑龙江卫视,http://satellitepull.cnr.cn/live/wx32hljws/playlist.m3u8
黑龙江卫视,http://123.145.72.32:8005/udp/225.0.4.201:7980
黑龙江卫视,http://123.145.50.55:4000/udp/225.0.4.201:7980
黑龙江卫视,http://ygbh.site/php/bfgd.php?id=095
黑龙江卫视,http://171.15.18.199:8180/TV00000000000000000027@HHZT
黑龙江卫视,http://36.40.236.55:9999/tsfile/live/0143_2.m3u8?key=txiptv&playlive=0&authid=0
黑龙江卫视,http://125.125.236.26:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://58.57.40.22:9901/iptv/live/1000.json?key=txiptvhttp://150.138.8.143/00/SNM/CHANNEL00000306/index.m3u8
黑龙江卫视,http://1.198.92.132:9901/tsfile/live/1085_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://satellitepull.cnr.cn/live/wxahws/playlist.m3u8
安徽卫视,http://203.205.191.53/live.ahsx.ahtv.cn/live/ahwssx.m3u8
安徽卫视,http://123.145.50.55:4000/udp/225.0.4.133:7980
安徽卫视,http://joyznm.i234.me:20000/udp/239.3.1.211:8064
安徽卫视,http://123.145.72.32:8005/udp/225.0.4.133:7980
安徽卫视,http://joyznm.i234.me:20000/udp/239.3.1.211:8064###des:1080P###HLS\\n
安徽卫视,http://222.212.84.190:54123/udp/239.93.1.106:5140
安徽卫视,http://111.196.129.187:20000/rtp/239.3.1.211:8064
安徽卫视,http://ygbh.site/php/bfgd.php?id=096
重庆卫视,http://satellitepull.cnr.cn/live/wxcqws/playlist.m3u8
重庆卫视,http://123.145.50.55:4000/udp/225.0.4.187:7980
重庆卫视,http://123.145.72.32:8005/udp/225.0.4.187:7980
重庆卫视,http://joyznm.i234.me:20000/udp/239.3.1.122:8160
重庆卫视,http://joyznm.i234.me:20000/udp/239.3.1.122:8160###des:1080P###HLS\\n
重庆卫视,http://www.luojh.cc:58888/udp/225.0.4.187:7980
重庆卫视,http://180.165.5.176:4022/udp/239.45.1.84:5140
重庆卫视,http://125.125.236.26:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://satellitepull.cnr.cn/live/wx32dfws/playlist.m3u8
东方卫视,http://123.145.72.32:8005/udp/225.0.4.80:7980
东方卫视,http://joyznm.i234.me:20000/udp/239.3.1.136:8032
东方卫视,http://8.138.7.223/tv/shtv.php?id=dfws
东方卫视,http://171.15.18.199:8180/TV00000000000000000021@HHZT
东方卫视,http://123.145.50.55:4000/udp/225.0.4.80:7980
东方卫视,http://111.196.129.187:20000/rtp/239.3.1.136:8032
东方卫视,http://p.ytelc.com/m3u8.html?id=http://cc-ynbit-wszhibo.ifengli.com:2000/live/shdfws-hd/2500.m3u8?innersid=6998114529464369318
东南卫视,http://satellitepull.cnr.cn/live/wx32fjws/playlist.m3u8
东南卫视,https://live1-fuyun.fjtv.net/dnpd/hd/live.m3u8?_upt=46a336851749127614
东南卫视,http://joyznm.i234.me:20000/udp/239.3.1.156:8148
东南卫视,http://180.165.5.176:4022/udp/239.45.1.121:5140
东南卫视,http://zqh2333.top:2222/rtp/239.93.24.42:5140
东南卫视,http://joyznm.i234.me:20000/udp/239.3.1.156:8148##des:1080P###HLS\\n
东南卫视,http://111.196.129.187:20000/rtp/239.3.1.156:8148
东南卫视,http://171.15.18.199:8180/TV00000000000000000033@HHZT
东南卫视,http://ygbh.site/php/bfgd.php?id=483
东南卫视,http://36.40.236.55:9999/tsfile/live/0137_2.m3u8?key=txiptv&playlive=0&authid=0
东南卫视,http://125.125.236.26:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://113.25.252.226:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://1.198.92.132:9901/tsfile/live/1100_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://222.212.84.190:54123/udp/239.93.0.81:5140
甘肃卫视,http://zqh2333.top:2222/rtp/239.93.24.81:5140
甘肃卫视,http://36.40.236.55:9999/tsfile/live/0141_2.m3u8?key=txiptv&playlive=0&authid=0
甘肃卫视,http://ygbh.site/php/bfgd.php?id=119
广西卫视,http://1.198.92.132:9901/tsfile/live/1090_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://221.14.196.152:4022/udp/225.1.4.31:1060
广西卫视,http://119.32.12.17:2901/udp/224.1.100.110:11111
广西卫视,http://ygbh.site/php/bfgd.php?id=116
贵州卫视,http://123.145.72.32:8005/udp/225.0.4.175:7980
贵州卫视,http://123.145.50.55:4000/udp/225.0.4.175:7980
贵州卫视,http://119.32.12.17:2901/udp/224.1.100.58:11111
贵州卫视,http://ygbh.site/php/bfgd.php?id=101
海南卫视,http://satellitepull.cnr.cn/live/wxhainlyws/playlist.m3u8
海南卫视,http://103.96.72.37:17777/tv/hainan.php
海南卫视,http://171.15.18.199:8180/TV00000000000000000028@HHZT
海南卫视,http://ygbh.site/php/bfgd.php?id=473
海南卫视,http://119.32.12.17:2901/udp/224.1.100.15:11111
河北卫视,http://satellitepull.cnr.cn/live/wxhebws/playlist.m3u8
河北卫视,http://123.145.72.32:8005/udp/225.0.4.174:7980
河北卫视,http://123.145.50.55:4000/udp/225.0.4.174:7980
河北卫视,http://zqh2333.top:2222/rtp/239.93.24.132:5140
河北卫视,http://111.196.129.187:20000/rtp/239.3.1.148:8072
河北卫视,http://joyznm.i234.me:20000/udp/239.3.1.148:8072
河北卫视,http://36.40.236.55:9999/tsfile/live/0138_2.m3u8?key=txiptv&playlive=0&authid=0
河北卫视,http://joyznm.i234.me:20000/udp/239.3.1.148:8072###des:1080P###HLS\\n
河北卫视,http://171.15.18.199:8180/TV00000000000000000035@HHZT
河北卫视,http://php.fjl626.cn/hebei.php?id=hbws
河北卫视,http://ygbh.site/php/bfgd.php?id=108
吉林卫视,http://satellitepull.cnr.cn/live/wxjlws/playlist.m3u8
吉林卫视,https://lsfb.avap.jilintv.cn/zqvk7vpj/channel/0533b55e42354f4f802bdec78e26b571/1.m3u8
吉林卫视,http://36.40.236.55:9999/tsfile/live/0116_2.m3u8?key=txiptv&playlive=0&authid=0
吉林卫视,https://hls.avap.jilintv.cn/zqvk7vpj/channel/0533b55e42354f4f802bdec78e26b571/index.m3u8?txSecret=54b077fb12e165febb4cf3742a164eda&txTime=6841A482
吉林卫视,http://119.32.12.17:2901/udp/224.1.100.60:11111
吉林卫视,http://zqh2333.top:2222/rtp/239.93.24.248:5140
吉林卫视,http://180.165.5.176:4022/udp/239.45.0.6:5140
江苏卫视,http://satellitepull.cnr.cn/live/wx32jsws/playlist.m3u8
江苏卫视,http://123.145.72.32:8005/udp/225.0.4.79:7980
江苏卫视,http://123.145.50.55:4000/udp/225.0.4.79:7980
江苏卫视,http://180.165.5.176:4022/udp/239.45.3.177:5140
江苏卫视,http://joyznm.i234.me:20000/udp/239.3.1.135:8028
江苏卫视,http://zqh2333.top:2222/rtp/239.93.24.89:5140
江苏卫视,http://119.32.12.17:2901/udp/224.1.100.46:11111
江苏卫视,http://36.40.236.55:9999/tsfile/live/0127_2.m3u8?key=txiptv&playlive=0&authid=0
江苏卫视,http://ygbh.site/php/bfgd.php?id=085
江西卫视,http://satellitepull.cnr.cn/live/wx32jiangxws/playlist.m3u8
江西卫视,http://joyznm.i234.me:20000/udp/239.3.1.123:8164
江西卫视,http://zqh2333.top:2222/rtp/239.93.24.134:5140
江西卫视,http://171.15.18.199:8180/TV00000000000000000037@HHZT
江西卫视,http://119.32.12.17:2901/udp/224.1.100.54:11111
江西卫视,http://ygbh.site/php/bfgd.php?id=098
辽宁卫视,http://satellitepull.cnr.cn/live/wxlnws/playlist.m3u8
辽宁卫视,http://123.145.72.32:8005/udp/225.0.4.98:7980
辽宁卫视,http://itv.ghwxhouse.com:8089/rtp/232.0.0.126:1234
辽宁卫视,http://fb4wd00001.f3322.net:1111/rtp/232.0.0.126:1234
辽宁卫视,http://123.145.50.55:4000/udp/225.0.4.98:7980
辽宁卫视,http://zqh2333.top:2222/rtp/239.93.25.108:5140
辽宁卫视,http://119.32.12.17:2901/udp/224.1.100.92:11111
辽宁卫视,http://ygbh.site/php/bfgd.php?id=058
内蒙古卫视,http://satellitepull.cnr.cn/live/wx32nmgws/playlist.m3u8
内蒙古卫视,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
内蒙古卫视,http://36.40.236.55:9999/tsfile/live/0109_2.m3u8?key=txiptv&playlive=0&authid=0
宁夏卫视,http://satellitepull.cnr.cn/live/wxnxws/playlist.m3u8
宁夏卫视,http://ygbh.site/php/bfgd.php?id=118
青海卫视,http://satellitepull.cnr.cn/live/wx32qhws/playlist.m3u8
青海卫视,http://221.14.196.152:4022/udp/225.1.4.44:1073
山东卫视,http://103.96.72.37:17777/tv/山东.php
山东卫视,http://123.145.72.32:8005/udp/225.0.4.199:7980
山东卫视,http://123.145.50.55:4000/udp/225.0.4.199:7980
山东卫视,http://joyznm.i234.me:20000/udp/239.3.1.209:8052###des:1080P###HLS\\n
山东卫视,http://171.15.18.199:8180/TV00000000000000000024@HHZT
山东卫视,http://36.40.236.55:9999/tsfile/live/0131_2.m3u8?key=txiptv&playlive=0&authid=0
