更新时间,#genre#
CCTV5,http://jxcbn.ws-cdn.gitv.tv/hls/CCTV5_HD/index.m3u8?gMac=unknown&livodToken=0a8daf617d4530fe59311611a96dcccfd6a7c054c880e8d1cef242c8da5f0a32_1720507885_604800&fromCDN=ws$订阅源
CCTV5,http://www.zzlag.top:9087/tsfile/live/1020_1.m3u8?key=txiptv$订阅源|1920x1080
CCTV5,http://123.129.70.178:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV5,http://111.31.22.3/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000005000265005/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265005&livemode=1&stbId=no$订阅源
CCTV5,http://222.241.154.37:9901/tsfile/live/23005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV5,http://58.48.37.158:1111/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV5,http://kxrj.site:998/123/mg.php?id=cctv5$订阅源
CCTV5,http://www.zzlag.top:9087/tsfile/live/1014_1.m3u8?key=txiptv$订阅源|1920x1080
CCTV5,http://121.19.134.227:808/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$河北酒店源
CCTV5,http://139.196.151.191:5175/rtp/239.45.1.69:5140$上海电信组播源
CCTV5,http://120.55.49.231:8617/rtp/233.50.201.197:5140$组播源
CCTV5,http://123.56.129.203:2604/rtp/225.1.8.89:8000$组播源
CCTV5,http://123.56.129.203:2604/rtp/225.1.8.93:8000$组播源
CCTV5,http://139.196.151.191:6846/rtp/239.45.1.69:5140$组播源
CCTV5,http://122.9.151.210:887/rtp/238.255.2.134:5999$组播源
CCTV5,http://120.55.49.231:8617/rtp/233.50.201.17:5140$组播源
CCTV5,http://123.56.129.203:6472/rtp/225.1.8.89:8000$北京电信组播源
CCTV5,http://123.56.129.203:6472/rtp/225.1.8.93:8000$北京电信组播源
CCTV5,http://117.62.6.204:8887/rtp/239.49.9.32:6000$组播源|1920x1080
CCTV5+,http://183.223.157.33:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV5+,http://59.173.243.210:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV5+,http://kxrj.site:998/123/mg.php?id=cctv5p$订阅源
CCTV5+,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000005000265016/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265016&livemode=1&stbId=no$订阅源
CCTV5+,http://119.163.57.184:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV5+,http://61.138.128.226:19901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV5+,http://zy.otioi.cn/live/migu.php?token=4zfvOqMj&id=cctv5p$订阅源|1920x1080
CCTV5+,http://121.24.98.154:8090/hls/5/index.m3u8$订阅源
CCTV5+,http://117.72.68.25:9930/migu.php?id=cctv5p$订阅源
CCTV5+,http://116.128.242.83:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV5+,http://121.19.134.227:808/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0$河北酒店源
CCTV5+,http://27.18.7.3:4022/rtp/239.69.1.12:9712$组播源|3840x2160
CCTV5+,http://60.164.128.167:8029/rtp/239.255.30.184:8231$组播源|1920x1080
CCTV5+,http://122.9.151.210:887/rtp/238.255.2.185:5999$组播源
CCTV5+,http://120.55.49.231:8617/rtp/233.50.201.220:5140$组播源
CCTV5+,http://coolcat.synology.me:4022/rtp/239.3.1.130:8004$组播源|1920x1080
CCTV5+,http://111.175.164.168:8888/rtp/239.69.1.12:9712$组播源|3840x2160
CCTV5+,http://117.62.6.204:8887/rtp/239.49.8.137:6000$组播源|1920x1080
CCTV6,http://58.19.38.162:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源|1920x1080
CCTV6,http://tvbox6.icu/tv/migu.php?id=cctv6$订阅源
CCTV6,http://124.128.73.58:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV6,http://119.163.199.98:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV6,http://121.24.98.154:8090/hls/14/index.m3u8$订阅源
CCTV6,http://111.31.22.3/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000001000001737/index.m3u8?channel-id=ystenlive&Contentid=1000000001000001737&livemode=1&stbId=no$订阅源
CCTV6,http://1732e975z9.zicp.fun:8082/hls/7/index.m3u8$订阅源
CCTV6,http://58.254.14.139:808/hls/6/index.m3u8$订阅源
CCTV6,http://111.8.224.6:8085/tsfile/live/1024_1.m3u8$订阅源
CCTV6,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265006$订阅源
CCTV6,http://121.19.134.227:808/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$河北酒店源
CCTV6,http://139.196.151.191:5175/rtp/239.45.1.70:5140$上海电信组播源
CCTV6,http://139.196.151.191:6846/rtp/239.45.1.70:5140$组播源
CCTV6,http://123.56.129.203:2604/rtp/225.1.8.84:8000$组播源
CCTV6,http://122.9.151.210:887/rtp/238.255.2.135:5999$组播源
CCTV6,http://120.55.49.231:8617/rtp/233.50.201.18:5140$组播源
CCTV6,http://120.55.49.231:8617/rtp/233.50.201.198:5140$组播源
CCTV6,http://123.56.129.203:2604/rtp/225.1.8.90:8000$组播源
CCTV6,http://123.56.129.203:6472/rtp/225.1.8.84:8000$北京电信组播源
CCTV6,http://123.56.129.203:6472/rtp/225.1.8.90:8000$北京电信组播源
CCTV6,http://117.62.6.204:8887/rtp/239.49.9.33:6000$组播源|1920x1080
CCTV7,http://171.8.138.74:85/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV7,http://123.166.61.70:8003/hls/42/index.m3u8$订阅源
CCTV7,http://59.62.8.250:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV7,http://kxrj.site:998/123/mg.php?id=cctv7$订阅源
CCTV7,http://fangke.blueswords.com:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV7,http://221.205.129.229:9999/tsfile/live/0007_1.m3u8$订阅源
CCTV7,http://58.57.21.166:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV7,http://116.117.106.144:8096/tsfile/live/0007_1.m3u8$订阅源
CCTV7,http://124.128.73.58:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV7,http://gslbserv.itv.cmvideo.cn/1000000005000265007/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265007&livemode=1&stbId=3$订阅源
CCTV7,http://121.19.134.227:808/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$河北酒店源
CCTV7,http://139.196.151.191:5175/rtp/239.45.3.56:5140$上海电信组播源
CCTV7,http://120.55.49.231:8617/rtp/233.50.201.120:5140$组播源
CCTV7,http://123.56.129.203:2604/rtp/225.1.8.107:8024$组播源
CCTV7,http://139.196.151.191:6846/rtp/239.45.3.56:5140$组播源
CCTV7,http://122.9.151.210:887/rtp/238.255.2.12:5999$组播源
CCTV7,http://123.56.129.203:2604/rtp/225.1.8.7:8104$组播源
CCTV7,http://120.55.49.231:8617/rtp/233.50.201.7:5140$组播源
CCTV7,http://123.56.129.203:6472/rtp/225.1.8.7:8104$北京电信组播源
CCTV7,http://123.56.129.203:6472/rtp/225.1.8.107:8024$北京电信组播源
CCTV7,http://117.62.6.204:8887/rtp/239.49.8.132:6000$组播源|1920x1080
CCTV8,http://tvbox6.icu/tv/migu.php?id=cctv8$订阅源
CCTV8,http://124.128.73.58:9901/tsfile/live/0008_1.m3u8$订阅源
CCTV8,http://gslbserv.itv.cmvideo.cn/1000000005000265008/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265008&livemode=1&stbId=3$订阅源
CCTV8,http://210.22.75.86:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV8,http://124.128.73.58:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV8,http://223.151.49.74:59901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV8,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000003736/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000003736$订阅源
CCTV8,http://59.62.8.250:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV8,http://117.27.190.42:9998/tsfile/live/23239_1.m3u8?key=txiptv$订阅源
CCTV8,http://58.57.21.166:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV8,http://121.19.134.227:808/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$河北酒店源
CCTV8,http://139.196.151.191:5175/rtp/239.45.1.71:5140$上海电信组播源
CCTV8,http://123.56.129.203:2604/rtp/225.1.8.91:8000$组播源
CCTV8,http://123.56.129.203:2604/rtp/225.1.8.85:8000$组播源
CCTV8,http://122.9.151.210:887/rtp/238.255.2.136:5999$组播源
CCTV8,http://120.55.49.231:8617/rtp/233.50.201.19:5140$组播源
CCTV8,http://139.196.151.191:6846/rtp/239.45.1.71:5140$组播源
CCTV8,http://120.55.49.231:8617/rtp/233.50.201.199:5140$组播源
CCTV8,http://123.56.129.203:6472/rtp/225.1.8.85:8000$北京电信组播源
CCTV8,http://123.56.129.203:6472/rtp/225.1.8.91:8000$北京电信组播源
CCTV8,http://coolcat.synology.me:4022/rtp/239.3.1.175:8001$组播源|1920x1080
CCTV9,http://121.24.98.154:8090/hls/17/index.m3u8$订阅源
CCTV9,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000//1.m3u8?channel-id=ystenlive&Contentid=1000000001000014583&livemode=1&stbId=3$订阅源
CCTV9,http://1b6467f415.iok.la:9931/tsfile/live/1029_1.m3u8$订阅源
CCTV9,http://58.48.5.186:1111/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV9,http://60.12.183.46:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
CCTV9,http://jxcbn.ws-cdn.gitv.tv/hls/CCTV9HD/index.m3u8?gMac=unknown&livodToken=7962fd0fc672036d700e4e49a432622a74e060a23f1b55b1cc1e2ee7ee13b4a9_1720504614_604800&fromCDN=ws$订阅源
CCTV9,http://fangke.blueswords.com:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV9,http://124.128.73.58:9901/tsfile/live/0009_1.m3u8$订阅源
CCTV9,http://119.163.199.98:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV9,http://58.51.111.46:1111/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV9,http://121.19.134.227:808/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$河北酒店源
CCTV9,http://139.196.151.191:5175/rtp/239.45.3.4:5140$上海电信组播源
CCTV9,http://123.56.129.203:2604/rtp/225.1.8.109:8032$组播源
CCTV9,http://120.55.49.231:8617/rtp/233.50.201.121:5140$组播源
CCTV9,http://139.196.151.191:6846/rtp/239.45.3.4:5140$组播源
CCTV9,http://123.56.129.203:2604/rtp/225.1.8.9:8112$组播源
CCTV9,http://122.9.151.210:887/rtp/238.255.2.155:5999$组播源
CCTV9,http://123.56.129.203:6472/rtp/225.1.8.9:8112$北京电信组播源
CCTV9,http://123.56.129.203:6472/rtp/225.1.8.109:8032$北京电信组播源
CCTV9,http://coolcat.synology.me:4022/rtp/239.3.1.62:8112$组播源|1920x1080
CCTV9,http://117.62.6.204:8887/rtp/239.49.8.133:6000$组播源|1920x1080
CCTV10,http://221.0.78.198:1681/hls/10210/index.m3u8$订阅源
CCTV10,http://117.27.190.42:9998/tsfile/live/23241_1.m3u8?key=txiptv$订阅源
CCTV10,http://121.24.98.154:8090/hls/18/index.m3u8$订阅源
CCTV10,http://222.134.245.16:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV10,http://171.8.138.74:85/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV10,http://110.80.17.38:9901/tsfile/live/0010_1.m3u8?key=txiptv$订阅源
CCTV10,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265010$订阅源
CCTV10,http://220.164.192.48:50085/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
CCTV10,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000001000023734/index.m3u8?channel-id=ystenlive&Contentid=1000000001000023734&livemode=1&stbId=no$订阅源
CCTV10,http://1732e975z9.zicp.fun:8082/hls/11/index.m3u8$订阅源
CCTV10,http://121.19.134.227:808/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$河北酒店源
CCTV10,http://139.196.151.191:5175/rtp/239.45.3.8:5140$上海电信组播源
CCTV10,http://122.9.151.210:887/rtp/238.255.2.13:5999$组播源
CCTV10,http://123.56.129.203:2604/rtp/225.1.8.110:8228$组播源
CCTV10,http://120.55.49.231:8617/rtp/233.50.201.10:5140$组播源
CCTV10,http://123.56.129.203:2604/rtp/225.1.8.10:8116$组播源
CCTV10,http://120.55.49.231:8617/rtp/233.50.201.122:5140$组播源
CCTV10,http://139.196.151.191:6846/rtp/239.45.3.8:5140$组播源
CCTV10,http://123.56.129.203:6472/rtp/225.1.8.10:8116$北京电信组播源
CCTV10,http://123.56.129.203:6472/rtp/225.1.8.110:8228$北京电信组播源
CCTV10,http://117.62.6.204:8887/rtp/239.49.8.134:6000$组播源|1920x1080
CCTV11,http://124.128.73.58:9901/tsfile/live/0011_1.m3u8$订阅源
CCTV11,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000011000031106/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031106$订阅源
CCTV11,http://61.163.181.78:9901/tsfile/live/0011_1.m3u8$订阅源
CCTV11,http://111.61.236.247:9081/hls/11/index.m3u8$订阅源
CCTV11,http://124.128.73.58:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV11,https://api.olelive.com/dis/live/CCTV11HD/hls.m3u8$订阅源
CCTV11,http://tvbox6.icu/tv/migu.php?id=cctv11$订阅源
CCTV11,http://223.151.49.74:59901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV11,http://139.196.228.200:5678/mghd1080.php?id=cctv11$订阅源
CCTV11,http://kxrj.site:998/123/mg.php?id=cctv11$订阅源
CCTV11,http://121.19.134.227:808/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$河北酒店源
CCTV11,http://139.196.151.191:5175/rtp/239.45.1.196:5140$上海电信组播源
CCTV11,http://123.56.129.203:2604/rtp/225.1.8.73:8120$组播源
CCTV11,http://122.9.151.210:887/rtp/238.255.2.14:5999$组播源
CCTV11,http://123.56.129.203:2604/rtp/225.1.8.111:8040$组播源
CCTV11,http://120.55.49.231:8617/rtp/233.50.201.11:5140$组播源
CCTV11,http://139.196.151.191:6846/rtp/239.45.1.196:5140$组播源
CCTV11,http://123.56.129.203:6472/rtp/225.1.8.73:8120$北京电信组播源
CCTV11,http://123.56.129.203:6472/rtp/225.1.8.111:8040$北京电信组播源
CCTV11,http://coolcat.synology.me:4022/rtp/239.3.1.152:8120$组播源|1920x1080
CCTV12,http://gslbserv.itv.cmvideo.cn/1000000005000265012/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265012&livemode=1&stbId=3$订阅源
CCTV12,http://kxrj.site:998/123/mg.php?id=cctv12$订阅源
CCTV12,http://218.89.240.144:59901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV12,http://58.19.38.162:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源|1920x1080
CCTV12,http://223.151.49.74:59901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV12,http://www.zzlag.top:9087/tsfile/live/1021_1.m3u8?key=txiptv$订阅源|1920x1080
CCTV12,http://113.57.20.158:9901/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV12,https://api.olelive.com/dis/live/CCTV12HD/hls.m3u8$订阅源
CCTV12,http://1.24.190.98:10089/hls/22/index.m3u8$订阅源
CCTV12,http://117.72.68.25:9930/migu.php?id=cctv12$订阅源
CCTV12,http://121.19.134.227:808/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$河北酒店源
CCTV12,http://139.196.151.191:5175/rtp/239.45.3.10:5140$上海电信组播源
CCTV12,http://123.56.129.203:2604/rtp/225.1.8.112:8232$组播源
CCTV12,http://120.55.49.231:8617/rtp/233.50.201.12:5140$组播源
CCTV12,http://139.196.151.191:6846/rtp/239.45.3.10:5140$组播源
CCTV12,http://123.56.129.203:2604/rtp/225.1.8.12:8124$组播源
CCTV12,http://122.9.151.210:887/rtp/238.255.2.15:5999$组播源
CCTV12,http://120.55.49.231:8617/rtp/233.50.201.123:5140$组播源
CCTV12,http://123.56.129.203:6472/rtp/225.1.8.12:8124$北京电信组播源
CCTV12,http://123.56.129.203:6472/rtp/225.1.8.112:8232$北京电信组播源
CCTV12,http://coolcat.synology.me:4022/rtp/239.3.1.64:8124$组播源|1920x1080
CCTV13,http://60.12.183.46:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
CCTV13,http://121.24.98.154:8090/hls/21/index.m3u8$订阅源
CCTV13,http://61.136.67.238:50085/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV13,http://39.98.201.151:9090/udp/225.1.8.168:8130$订阅源
CCTV13,http://tvbox6.icu/tv/migu.php?id=cctv13$订阅源
CCTV13,http://111.31.22.3/cache.ott.fifalive.itv.cmvideo.cn/000000001000/5000000011000031108/index.m3u8?channel-id=bestzb&Contentid=5000000011000031108&livemode=1&stbId=no$订阅源
CCTV13,http://fangke.blueswords.com:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV13,http://222.241.154.37:9901/tsfile/live/23013_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV13,http://123.129.70.178:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV13,http://www.zzlag.top:9087/tsfile/live/1022_1.m3u8?key=txiptv$订阅源|1920x1080
CCTV13,http://121.19.134.227:808/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$河北酒店源
CCTV13,http://139.196.151.191:5175/rtp/239.45.1.198:5140$上海电信组播源
CCTV13,http://123.56.129.203:2604/rtp/225.1.8.168:8130$组播源
CCTV13,http://123.56.129.203:2604/rtp/225.1.1.10:8128$组播源
CCTV13,http://139.196.151.191:6846/rtp/239.45.1.198:5140$组播源
CCTV13,http://120.55.49.231:8617/rtp/233.50.201.246:5140$组播源
CCTV13,http://122.9.151.210:887/rtp/238.255.2.16:5999$组播源
CCTV13,http://120.55.49.231:8617/rtp/233.50.201.13:5140$组播源
